01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Indicador,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala,09. Símbolo,10. Valor
2024,Malta,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.9
2024,Países Baixos,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,0.4
2024,Polónia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,3.3
2024,Portugal,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.0
2024,Roménia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,Pro,1.0
2024,Suécia,,Taxa de crescimento real do PIB per capita (%),,,,% face ao ano anterior,,0.5
,,,,,,,,,
,Indicador: Produto interno bruto (PIB) per capita,,,,,,,,
,Ultima atualização: Base de dados do INE - Instituto Nacional de Estatística | Base de dados do Eurostat,,,,,,,,
,Fonte: 31.10.2025 15:37:54,,,,,,,,
